datetime,D1Z,D2Z,D12Z,Total
2024-03-01 01:00:00,6,7,0,13
2024-03-01 01:10:00,7,6,0,13
2024-03-01 01:20:00,5,8,0,13
2024-03-01 01:30:00,4,8,0,12
2024-03-01 01:40:00,3,6,0,9
2024-03-01 01:50:00,8,7,0,15
2024-03-01 02:00:00,2,9,0,11
2024-03-01 02:10:00,5,7,0,12
2024-03-01 02:20:00,4,7,0,11
2024-03-01 02:30:00,3,3,0,6
2024-03-01 02:40:00,7,1,0,8
2024-03-01 02:50:00,4,6,0,10
2024-03-01 03:00:00,6,4,0,10
2024-03-01 03:10:00,2,4,0,6
2024-03-01 03:20:00,9,7,0,16
2024-03-01 03:30:00,4,8,0,12
2024-03-01 03:40:00,6,3,0,9
2024-03-01 03:50:00,9,1,0,10
2024-03-01 04:00:00,11,2,0,13
2024-03-01 04:10:00,12,6,1,19
2024-03-01 04:20:00,16,5,0,21
2024-03-01 04:30:00,16,4,0,20
2024-03-01 04:40:00,29,6,1,36
2024-03-01 04:50:00,47,7,1,55
2024-03-01 05:00:00,66,5,1,72
2024-03-01 05:10:00,79,16,0,95
2024-03-01 05:20:00,98,18,0,116
2024-03-01 05:30:00,142,25,2,169
2024-03-01 05:40:00,176,27,2,205
2024-03-01 05:50:00,167,22,1,190
2024-03-01 06:00:00,141,21,2,164
2024-03-01 06:10:00,155,31,1,187
2024-03-01 06:20:00,178,56,1,235
2024-03-01 06:30:00,167,65,4,236
2024-03-01 06:40:00,177,63,5,245
2024-03-01 06:50:00,157,69,3,229
2024-03-01 07:00:00,160,59,4,223
2024-03-01 07:10:00,167,70,7,244
2024-03-01 07:20:00,143,108,3,254
2024-03-01 07:30:00,163,71,4,238
2024-03-01 07:40:00,151,80,8,239
2024-03-01 07:50:00,153,78,2,233
2024-03-01 08:00:00,139,77,8,224
2024-03-01 08:10:00,129,62,3,194
2024-03-01 08:20:00,146,91,1,238
2024-03-01 08:30:00,146,75,4,225
2024-03-01 08:40:00,151,69,3,223
2024-03-01 08:50:00,112,64,6,182
2024-03-01 09:00:00,126,65,4,195
2024-03-01 09:10:00,137,60,6,203
2024-03-01 09:20:00,128,85,2,215
2024-03-01 09:30:00,142,83,3,228
2024-03-01 09:40:00,138,81,3,222
2024-03-01 09:50:00,128,86,0,214
2024-03-01 10:00:00,108,82,3,193
2024-03-01 10:10:00,117,78,0,195
2024-03-01 10:20:00,115,82,1,198
2024-03-01 10:30:00,116,76,2,194
2024-03-01 10:40:00,135,91,3,229
2024-03-01 10:50:00,100,99,4,203
2024-03-01 11:00:00,111,104,1,216
2024-03-01 11:10:00,104,89,3,196
2024-03-01 11:20:00,112,109,4,225
2024-03-01 11:30:00,128,112,0,240
2024-03-01 11:40:00,106,116,3,225
2024-03-01 11:50:00,99,126,3,228
2024-03-01 12:00:00,114,135,4,253
2024-03-01 12:10:00,103,131,2,236
2024-03-01 12:20:00,112,110,2,224
2024-03-01 12:30:00,113,166,3,282
2024-03-01 12:40:00,122,114,2,238
2024-03-01 12:50:00,116,151,8,275
2024-03-01 13:00:00,141,125,2,268
2024-03-01 13:10:00,136,164,6,306
2024-03-01 13:20:00,112,146,0,258
2024-03-01 13:30:00,134,173,2,309
2024-03-01 13:40:00,129,133,4,266
2024-03-01 13:50:00,108,136,2,246
2024-03-01 14:00:00,93,170,3,266
2024-03-01 14:10:00,116,164,3,283
2024-03-01 14:20:00,113,156,2,271
2024-03-01 14:30:00,123,189,2,314
2024-03-01 14:40:00,127,142,2,271
2024-03-01 14:50:00,119,157,6,282
2024-03-01 15:00:00,119,166,4,289
2024-03-01 15:10:00,108,163,5,276
2024-03-01 15:20:00,115,151,1,267
2024-03-01 15:30:00,122,170,4,296
2024-03-01 15:40:00,128,169,5,302
2024-03-01 15:50:00,116,150,5,271
2024-03-01 16:00:00,119,147,4,270
2024-03-01 16:10:00,114,147,4,265
2024-03-01 16:20:00,110,125,0,235
2024-03-01 16:30:00,128,151,4,283
2024-03-01 16:40:00,120,127,3,250
2024-03-01 16:50:00,116,135,5,256
2024-03-01 17:00:00,104,167,4,275
2024-03-01 17:10:00,124,137,4,265
2024-03-01 17:20:00,115,131,2,248
2024-03-01 17:30:00,140,140,0,280
2024-03-01 17:40:00,139,145,4,288
2024-03-01 17:50:00,129,119,6,254
2024-03-01 18:00:00,137,140,0,277
2024-03-01 18:10:00,149,131,5,285
2024-03-01 18:20:00,119,142,2,263
2024-03-01 18:30:00,121,103,2,226
2024-03-01 18:40:00,120,110,5,235
2024-03-01 18:50:00,126,128,5,259
2024-03-01 19:00:00,116,105,2,223
2024-03-01 19:10:00,101,101,1,203
2024-03-01 19:20:00,106,109,3,218
2024-03-01 19:30:00,79,93,0,172
2024-03-01 19:40:00,78,76,2,156
2024-03-01 19:50:00,65,91,4,160
2024-03-01 20:00:00,71,91,5,167
2024-03-01 20:10:00,72,95,0,167
2024-03-01 20:20:00,64,98,1,163
2024-03-01 20:30:00,58,71,1,130
2024-03-01 20:40:00,46,74,2,122
2024-03-01 20:50:00,46,77,4,127
2024-03-01 21:00:00,59,77,2,138
2024-03-01 21:10:00,39,66,1,106
2024-03-01 21:20:00,54,63,3,120
2024-03-01 21:30:00,52,72,1,125
2024-03-01 21:40:00,28,64,2,94
2024-03-01 21:50:00,38,67,2,107
2024-03-01 22:00:00,58,65,2,125
2024-03-01 22:10:00,42,77,1,120
2024-03-01 22:20:00,45,61,0,106
2024-03-01 22:30:00,31,50,0,81
2024-03-01 22:40:00,43,57,0,100
2024-03-01 22:50:00,37,65,1,103
2024-03-01 23:00:00,34,49,1,84
2024-03-01 23:10:00,17,57,0,74
2024-03-01 23:20:00,23,55,1,79
2024-03-01 23:30:00,19,47,1,67
2024-03-01 23:40:00,26,31,2,59
2024-03-01 23:50:00,27,46,2,75
2024-03-02 00:00:00,20,27,1,48
2024-03-02 00:10:00,13,31,0,44
2024-03-02 00:20:00,19,37,0,56
2024-03-02 00:30:00,19,33,0,52
2024-03-02 00:40:00,13,20,1,34
2024-03-02 00:50:00,12,24,1,37
2024-03-02 01:00:00,14,30,1,45
2024-03-02 01:10:00,12,12,0,24
2024-03-02 01:20:00,13,15,0,28
2024-03-02 01:30:00,10,11,0,21
2024-03-02 01:40:00,6,7,0,13
2024-03-02 01:50:00,7,9,1,17
2024-03-02 02:00:00,5,14,0,19
2024-03-02 02:10:00,4,12,1,17
2024-03-02 02:20:00,5,18,0,23
2024-03-02 02:30:00,11,15,0,26
2024-03-02 02:40:00,5,11,0,16
2024-03-02 02:50:00,7,8,0,15
2024-03-02 03:00:00,9,9,0,18
2024-03-02 03:10:00,3,13,1,17
2024-03-02 03:20:00,6,7,0,13
2024-03-02 03:30:00,7,10,0,17
2024-03-02 03:40:00,8,13,0,21
2024-03-02 03:50:00,11,8,0,19
2024-03-02 04:00:00,13,9,0,22
2024-03-02 04:10:00,6,11,1,18
2024-03-02 04:20:00,12,13,0,25
2024-03-02 04:30:00,16,7,0,23
2024-03-02 04:40:00,21,3,0,24
2024-03-02 04:50:00,20,6,0,26
2024-03-02 05:00:00,21,3,1,25
2024-03-02 05:10:00,26,9,0,35
2024-03-02 05:20:00,27,18,0,45
2024-03-02 05:30:00,45,7,0,52
2024-03-02 05:40:00,44,17,0,61
2024-03-02 05:50:00,25,9,0,34
2024-03-02 06:00:00,24,16,1,41
2024-03-02 06:10:00,34,16,0,50
2024-03-02 06:20:00,38,10,2,50
2024-03-02 06:30:00,38,24,0,62
2024-03-02 06:40:00,42,22,0,64
2024-03-02 06:50:00,37,22,1,60
2024-03-02 07:00:00,32,23,1,56
2024-03-02 07:10:00,38,21,0,59
2024-03-02 07:20:00,48,24,3,75
2024-03-02 07:30:00,58,27,0,85
2024-03-02 07:40:00,55,27,3,85
2024-03-02 07:50:00,59,31,1,91
2024-03-02 08:00:00,54,25,2,81
2024-03-02 08:10:00,73,29,0,102
2024-03-02 08:20:00,61,30,1,92
2024-03-02 08:30:00,75,47,1,123
2024-03-02 08:40:00,86,49,1,136
2024-03-02 08:50:00,74,38,1,113
2024-03-02 09:00:00,101,31,1,133
2024-03-02 09:10:00,104,50,0,154
2024-03-02 09:20:00,116,70,1,187
2024-03-02 09:30:00,114,63,2,179
2024-03-02 09:40:00,135,65,2,202
2024-03-02 09:50:00,130,70,1,201
2024-03-02 10:00:00,119,67,4,190
2024-03-02 10:10:00,131,67,1,199
2024-03-02 10:20:00,114,71,2,187
2024-03-02 10:30:00,133,71,1,205
2024-03-02 10:40:00,130,66,2,198
2024-03-02 10:50:00,113,77,0,190
2024-03-02 11:00:00,114,78,2,194
2024-03-02 11:10:00,121,77,1,199
2024-03-02 11:20:00,162,84,1,247
2024-03-02 11:30:00,151,77,0,228
2024-03-02 11:40:00,148,91,3,242
2024-03-02 11:50:00,125,112,4,241
2024-03-02 12:00:00,125,81,2,208
2024-03-02 12:10:00,139,102,2,243
2024-03-02 12:20:00,131,111,2,244
2024-03-02 12:30:00,122,111,3,236
2024-03-02 12:40:00,142,120,4,266
2024-03-02 12:50:00,179,112,2,293
2024-03-02 13:00:00,145,120,5,270
2024-03-02 13:10:00,137,104,5,246
2024-03-02 13:20:00,147,104,1,252
2024-03-02 13:30:00,139,136,2,277
2024-03-02 13:40:00,140,102,3,245
2024-03-02 13:50:00,140,118,3,261
2024-03-02 14:00:00,138,144,1,283
2024-03-02 14:10:00,141,141,1,283
2024-03-02 14:20:00,154,138,2,294
2024-03-02 14:30:00,128,132,3,263
2024-03-02 14:40:00,159,122,1,282
2024-03-02 14:50:00,141,120,5,266
2024-03-02 15:00:00,133,135,5,273
2024-03-02 15:10:00,138,122,2,262
2024-03-02 15:20:00,147,133,1,281
2024-03-02 15:30:00,140,127,1,268
2024-03-02 15:40:00,132,112,2,246
2024-03-02 15:50:00,107,114,2,223
2024-03-02 16:00:00,108,108,2,218
2024-03-02 16:10:00,104,119,1,224
2024-03-02 16:20:00,109,118,1,228
2024-03-02 16:30:00,101,120,1,222
2024-03-02 16:40:00,141,130,3,274
2024-03-02 16:50:00,111,99,2,212
2024-03-02 17:00:00,124,140,3,267
2024-03-02 17:10:00,118,159,1,278
2024-03-02 17:20:00,113,128,3,244
2024-03-02 17:30:00,114,131,3,248
2024-03-02 17:40:00,109,125,2,236
2024-03-02 17:50:00,121,143,2,266
2024-03-02 18:00:00,127,131,4,262
2024-03-02 18:10:00,132,158,1,291
2024-03-02 18:20:00,90,123,2,215
2024-03-02 18:30:00,116,148,1,265
2024-03-02 18:40:00,147,111,3,261
2024-03-02 18:50:00,116,124,4,244
2024-03-02 19:00:00,93,102,0,195
2024-03-02 19:10:00,88,100,2,190
2024-03-02 19:20:00,86,95,2,183
2024-03-02 19:30:00,87,100,0,187
2024-03-02 19:40:00,89,81,3,173
2024-03-02 19:50:00,77,110,1,188
2024-03-02 20:00:00,74,90,2,166
2024-03-02 20:10:00,69,83,1,153
2024-03-02 20:20:00,56,95,1,152
2024-03-02 20:30:00,66,81,1,148
2024-03-02 20:40:00,54,80,2,136
2024-03-02 20:50:00,63,73,1,137
2024-03-02 21:00:00,52,59,2,113
2024-03-02 21:10:00,44,51,0,95
2024-03-02 21:20:00,47,79,2,128
2024-03-02 21:30:00,35,59,1,95
2024-03-02 21:40:00,36,70,1,107
2024-03-02 21:50:00,38,67,1,106
2024-03-02 22:00:00,45,73,3,121
2024-03-02 22:10:00,36,66,1,103
2024-03-02 22:20:00,43,88,1,132
2024-03-02 22:30:00,31,72,1,104
2024-03-02 22:40:00,36,65,2,103
2024-03-02 22:50:00,25,53,0,78
2024-03-02 23:00:00,29,72,2,103
2024-03-02 23:10:00,30,48,1,79
2024-03-02 23:20:00,37,48,0,85
2024-03-02 23:30:00,26,46,0,72
2024-03-02 23:40:00,33,44,1,78
2024-03-02 23:50:00,32,52,1,85
2024-03-03 00:00:00,19,51,1,71
2024-03-03 00:10:00,23,31,2,56
2024-03-03 00:20:00,19,27,0,46
2024-03-03 00:30:00,15,24,1,40
2024-03-03 00:40:00,22,38,0,60
2024-03-03 00:50:00,24,36,2,62
2024-03-03 01:00:00,15,43,0,58
2024-03-03 01:10:00,11,25,0,36
2024-03-03 01:20:00,15,23,0,38
2024-03-03 01:30:00,17,22,0,39
2024-03-03 01:40:00,15,21,0,36
2024-03-03 01:50:00,13,19,1,33
2024-03-03 02:00:00,7,19,0,26
2024-03-03 02:10:00,12,12,1,25
2024-03-03 02:20:00,14,16,0,30
2024-03-03 02:30:00,7,12,0,19
2024-03-03 02:40:00,7,18,0,25
2024-03-03 02:50:00,14,10,0,24
2024-03-03 03:00:00,3,5,1,9
2024-03-03 03:10:00,6,13,0,19
2024-03-03 03:20:00,6,8,0,14
2024-03-03 03:30:00,9,9,0,18
2024-03-03 03:40:00,2,10,0,12
2024-03-03 03:50:00,13,6,0,19
2024-03-03 04:00:00,4,8,1,13
2024-03-03 04:10:00,10,8,1,19
2024-03-03 04:20:00,8,12,0,20
2024-03-03 04:30:00,12,3,0,15
2024-03-03 04:40:00,16,7,0,23
2024-03-03 04:50:00,21,12,0,33
2024-03-03 05:00:00,21,8,0,29
2024-03-03 05:10:00,22,8,0,30
2024-03-03 05:20:00,26,10,1,37
2024-03-03 05:30:00,26,10,1,37
2024-03-03 05:40:00,19,4,0,23
2024-03-03 05:50:00,17,11,1,29
2024-03-03 06:00:00,16,16,0,32
2024-03-03 06:10:00,25,17,0,42
2024-03-03 06:20:00,13,11,0,24
2024-03-03 06:30:00,10,20,1,31
2024-03-03 06:40:00,10,20,0,30
2024-03-03 06:50:00,14,12,0,26
2024-03-03 07:00:00,13,12,0,25
2024-03-03 07:10:00,7,6,0,13
2024-03-03 07:20:00,10,21,0,31
2024-03-03 07:30:00,12,6,0,18
2024-03-03 07:40:00,14,8,1,23
2024-03-03 07:50:00,17,13,0,30
2024-03-03 08:00:00,23,8,1,32
2024-03-03 08:10:00,29,14,1,44
2024-03-03 08:20:00,28,21,0,49
2024-03-03 08:30:00,30,11,1,42
2024-03-03 08:40:00,40,22,1,63
2024-03-03 08:50:00,33,22,2,57
2024-03-03 09:00:00,43,27,1,71
2024-03-03 09:10:00,46,31,0,77
2024-03-03 09:20:00,55,26,0,81
2024-03-03 09:30:00,95,40,1,136
2024-03-03 09:40:00,77,33,1,111
2024-03-03 09:50:00,82,37,1,120
2024-03-03 10:00:00,79,44,1,124
2024-03-03 10:10:00,68,52,0,120
2024-03-03 10:20:00,66,41,0,107
2024-03-03 10:30:00,77,49,2,128
2024-03-03 10:40:00,71,61,0,132
2024-03-03 10:50:00,69,67,2,138
2024-03-03 11:00:00,70,65,2,137
2024-03-03 11:10:00,68,65,2,135
2024-03-03 11:20:00,91,86,1,178
2024-03-03 11:30:00,66,80,0,146
2024-03-03 11:40:00,80,101,1,182
2024-03-03 11:50:00,126,76,8,210
2024-03-03 12:00:00,82,70,4,156
2024-03-03 12:10:00,94,99,1,194
2024-03-03 12:20:00,114,94,2,210
2024-03-03 12:30:00,99,101,3,203
2024-03-03 12:40:00,106,116,0,222
2024-03-03 12:50:00,126,78,3,207
2024-03-03 13:00:00,105,90,3,198
2024-03-03 13:10:00,89,96,3,188
2024-03-03 13:20:00,153,91,4,248
2024-03-03 13:30:00,85,80,0,165
2024-03-03 13:40:00,98,103,0,201
2024-03-03 13:50:00,100,76,9,185
2024-03-03 14:00:00,87,101,3,191
2024-03-03 14:10:00,101,106,1,208
2024-03-03 14:20:00,110,92,4,206
2024-03-03 14:30:00,102,96,1,199
2024-03-03 14:40:00,114,91,3,208
2024-03-03 14:50:00,122,102,1,225
2024-03-03 15:00:00,95,99,5,199
2024-03-03 15:10:00,89,101,3,193
2024-03-03 15:20:00,110,74,1,185
2024-03-03 15:30:00,92,97,1,190
2024-03-03 15:40:00,111,69,4,184
2024-03-03 15:50:00,114,90,1,205
2024-03-03 16:00:00,117,79,4,200
2024-03-03 16:10:00,104,72,1,177
2024-03-03 16:20:00,99,80,2,181
2024-03-03 16:30:00,118,72,0,190
2024-03-03 16:40:00,118,97,2,217
2024-03-03 16:50:00,113,90,3,206
2024-03-03 17:00:00,105,79,1,185
2024-03-03 17:10:00,135,102,1,238
2024-03-03 17:20:00,103,88,3,194
2024-03-03 17:30:00,118,79,0,197
2024-03-03 17:40:00,117,72,2,191
2024-03-03 17:50:00,116,71,1,188
2024-03-03 18:00:00,134,100,6,240
2024-03-03 18:10:00,101,75,0,176
2024-03-03 18:20:00,89,74,2,165
2024-03-03 18:30:00,76,79,2,157
2024-03-03 18:40:00,106,103,1,210
2024-03-03 18:50:00,104,68,3,175
2024-03-03 19:00:00,81,74,2,157
2024-03-03 19:10:00,88,51,0,139
2024-03-03 19:20:00,76,64,0,140
2024-03-03 19:30:00,71,59,0,130
2024-03-03 19:40:00,80,66,2,148
2024-03-03 19:50:00,61,54,3,118
2024-03-03 20:00:00,58,73,4,135
2024-03-03 20:10:00,61,66,0,127
2024-03-03 20:20:00,52,37,0,89
2024-03-03 20:30:00,53,67,0,120
2024-03-03 20:40:00,53,50,0,103
2024-03-03 20:50:00,58,45,1,104
2024-03-03 21:00:00,50,43,0,93
2024-03-03 21:10:00,33,34,0,67
2024-03-03 21:20:00,33,33,0,66
2024-03-03 21:30:00,35,40,1,76
2024-03-03 21:40:00,36,44,3,83
2024-03-03 21:50:00,32,34,1,67
2024-03-03 22:00:00,30,54,4,88
2024-03-03 22:10:00,34,46,1,81
2024-03-03 22:20:00,29,37,0,66
2024-03-03 22:30:00,20,42,0,62
2024-03-03 22:40:00,16,31,0,47
2024-03-03 22:50:00,12,41,1,54
2024-03-03 23:00:00,14,29,0,43
2024-03-03 23:10:00,13,22,0,35
2024-03-03 23:20:00,11,27,0,38
2024-03-03 23:30:00,9,11,0,20
2024-03-03 23:40:00,6,19,0,25
2024-03-03 23:50:00,7,21,2,30
2024-03-04 00:00:00,12,9,1,22
2024-03-04 00:10:00,6,20,0,26
2024-03-04 00:20:00,11,9,0,20
2024-03-04 00:30:00,6,8,0,14
2024-03-04 00:40:00,6,5,0,11
2024-03-04 00:50:00,7,10,0,17
2024-03-04 01:00:00,6,4,0,10
2024-03-04 01:10:00,4,3,0,7
2024-03-04 01:20:00,7,6,0,13
2024-03-04 01:30:00,6,9,0,15
2024-03-04 01:40:00,10,3,0,13
2024-03-04 01:50:00,7,6,0,13
2024-03-04 02:00:00,1,6,0,7
2024-03-04 02:10:00,6,3,0,9
2024-03-04 02:20:00,6,4,0,10
2024-03-04 02:30:00,4,2,0,6
2024-03-04 02:40:00,6,3,0,9
2024-03-04 02:50:00,6,6,0,12
2024-03-04 03:00:00,3,5,0,8
2024-03-04 03:10:00,4,5,0,9
2024-03-04 03:20:00,9,3,0,12
2024-03-04 03:30:00,5,1,0,6
2024-03-04 03:40:00,3,4,0,7
2024-03-04 03:50:00,10,6,0,16
2024-03-04 04:00:00,7,4,0,11
2024-03-04 04:10:00,13,8,1,22
2024-03-04 04:20:00,15,6,0,21
2024-03-04 04:30:00,19,7,0,26
2024-03-04 04:40:00,41,4,1,46
2024-03-04 04:50:00,49,7,1,57
2024-03-04 05:00:00,60,13,1,74
2024-03-04 05:10:00,79,20,1,100
2024-03-04 05:20:00,109,18,0,127
2024-03-04 05:30:00,159,21,2,182
2024-03-04 05:40:00,206,23,2,231
2024-03-04 05:50:00,187,21,1,209
2024-03-04 06:00:00,163,37,1,201
2024-03-04 06:10:00,174,34,2,210
2024-03-04 06:20:00,183,49,2,234
2024-03-04 06:30:00,178,74,5,257
2024-03-04 06:40:00,181,72,5,258
2024-03-04 06:50:00,159,75,4,238
2024-03-04 07:00:00,177,71,6,254
2024-03-04 07:10:00,159,80,3,242
2024-03-04 07:20:00,156,109,3,268
2024-03-04 07:30:00,151,82,7,240
2024-03-04 07:40:00,145,88,8,241
2024-03-04 07:50:00,174,95,6,275
2024-03-04 08:00:00,132,74,7,213
2024-03-04 08:10:00,148,73,5,226
2024-03-04 08:20:00,152,89,1,242
2024-03-04 08:30:00,160,82,3,245
2024-03-04 08:40:00,148,56,4,208
2024-03-04 08:50:00,154,72,7,233
2024-03-04 09:00:00,162,76,3,241
2024-03-04 09:10:00,124,64,1,189
2024-03-04 09:20:00,138,85,2,225
2024-03-04 09:30:00,134,76,3,213
2024-03-04 09:40:00,116,66,3,185
2024-03-04 09:50:00,154,71,3,228
2024-03-04 10:00:00,96,69,3,168
2024-03-04 10:10:00,129,77,1,207
2024-03-04 10:20:00,99,83,1,183
2024-03-04 10:30:00,109,69,1,179
2024-03-04 10:40:00,105,83,4,192
2024-03-04 10:50:00,122,92,1,215
2024-03-04 11:00:00,97,58,8,163
2024-03-04 11:10:00,140,83,3,226
2024-03-04 11:20:00,99,94,4,197
2024-03-04 11:30:00,93,93,2,188
2024-03-04 11:40:00,104,98,2,204
2024-03-04 11:50:00,99,77,5,181
2024-03-04 12:00:00,90,80,3,173
2024-03-04 12:10:00,100,119,1,220
2024-03-04 12:20:00,106,104,4,214
2024-03-04 12:30:00,106,128,3,237
2024-03-04 12:40:00,116,114,5,235
2024-03-04 12:50:00,105,101,5,211
2024-03-04 13:00:00,112,116,3,231
2024-03-04 13:10:00,119,107,1,227
2024-03-04 13:20:00,120,109,3,232
2024-03-04 13:30:00,142,128,0,270
2024-03-04 13:40:00,99,119,4,222
2024-03-04 13:50:00,128,134,5,267
2024-03-04 14:00:00,87,143,2,232
2024-03-04 14:10:00,101,138,4,243
2024-03-04 14:20:00,101,160,3,264
2024-03-04 14:30:00,134,158,3,295
2024-03-04 14:40:00,112,170,3,285
2024-03-04 14:50:00,126,160,4,290
2024-03-04 15:00:00,103,176,3,282
2024-03-04 15:10:00,132,165,3,300
2024-03-04 15:20:00,121,170,3,294
2024-03-04 15:30:00,128,171,3,302
2024-03-04 15:40:00,122,150,3,275
2024-03-04 15:50:00,106,201,5,312
2024-03-04 16:00:00,123,162,8,293
2024-03-04 16:10:00,114,180,4,298
2024-03-04 16:20:00,120,152,3,275
2024-03-04 16:30:00,126,186,5,317
2024-03-04 16:40:00,132,159,3,294
2024-03-04 16:50:00,118,148,3,269
2024-03-04 17:00:00,112,185,4,301
2024-03-04 17:10:00,115,173,3,291
2024-03-04 17:20:00,104,156,1,261
2024-03-04 17:30:00,108,178,5,291
2024-03-04 17:40:00,95,162,3,260
2024-03-04 17:50:00,105,143,3,251
2024-03-04 18:00:00,92,132,7,231
2024-03-04 18:10:00,88,154,4,246
2024-03-04 18:20:00,89,137,3,229
2024-03-04 18:30:00,90,140,3,233
2024-03-04 18:40:00,83,141,3,227
2024-03-04 18:50:00,65,87,4,156
2024-03-04 19:00:00,69,105,1,175
2024-03-04 19:10:00,74,108,3,185
2024-03-04 19:20:00,53,120,2,175
2024-03-04 19:30:00,62,68,1,131
2024-03-04 19:40:00,53,57,4,114
2024-03-04 19:50:00,47,75,4,126
2024-03-04 20:00:00,36,46,4,86
2024-03-04 20:10:00,37,57,1,95
2024-03-04 20:20:00,51,83,1,135
2024-03-04 20:30:00,43,57,0,100
2024-03-04 20:40:00,53,50,2,105
2024-03-04 20:50:00,29,53,4,86
2024-03-04 21:00:00,45,51,4,100
2024-03-04 21:10:00,24,59,0,83
2024-03-04 21:20:00,30,54,3,87
2024-03-04 21:30:00,29,43,2,74
2024-03-04 21:40:00,14,39,2,55
2024-03-04 21:50:00,20,47,2,69
2024-03-04 22:00:00,25,49,2,76
2024-03-04 22:10:00,22,51,0,73
2024-03-04 22:20:00,23,65,0,88
2024-03-04 22:30:00,19,42,0,61
2024-03-04 22:40:00,10,43,1,54
2024-03-04 22:50:00,13,39,0,52
2024-03-04 23:00:00,11,30,1,42
2024-03-04 23:10:00,13,16,0,29
2024-03-04 23:20:00,8,17,1,26
2024-03-04 23:30:00,8,23,0,31
2024-03-04 23:40:00,5,12,0,17
2024-03-04 23:50:00,8,15,1,24
2024-03-05 00:00:00,7,16,1,24
2024-03-05 00:10:00,12,15,0,27
2024-03-05 00:20:00,6,8,0,14
2024-03-05 00:30:00,7,4,0,11
2024-03-05 00:40:00,3,11,0,14
2024-03-05 00:50:00,2,7,0,9
2024-03-05 01:00:00,1,6,0,7
2024-03-05 01:10:00,7,4,0,11
2024-03-05 01:20:00,6,5,0,11
2024-03-05 01:30:00,7,2,0,9
2024-03-05 01:40:00,4,4,0,8
2024-03-05 01:50:00,4,4,0,8
2024-03-05 02:00:00,5,3,0,8
2024-03-05 02:10:00,3,0,0,3
2024-03-05 02:20:00,5,3,0,8
2024-03-05 02:30:00,4,5,0,9
2024-03-05 02:40:00,7,4,0,11
2024-03-05 02:50:00,4,5,0,9
2024-03-05 03:00:00,4,1,0,5
2024-03-05 03:10:00,3,3,0,6
2024-03-05 03:20:00,5,7,0,12
2024-03-05 03:30:00,8,7,0,15
2024-03-05 03:40:00,5,3,0,8
2024-03-05 03:50:00,6,3,0,9
2024-03-05 04:00:00,5,3,0,8
2024-03-05 04:10:00,13,8,1,22
2024-03-05 04:20:00,18,7,0,25
2024-03-05 04:30:00,27,7,0,34
2024-03-05 04:40:00,31,5,1,37
2024-03-05 04:50:00,51,7,1,59
2024-03-05 05:00:00,67,16,1,84
2024-03-05 05:10:00,88,12,0,100
2024-03-05 05:20:00,99,20,1,120
2024-03-05 05:30:00,172,27,1,200
2024-03-05 05:40:00,189,23,2,214
2024-03-05 05:50:00,213,14,1,228
2024-03-05 06:00:00,164,27,1,192
2024-03-05 06:10:00,170,38,3,211
2024-03-05 06:20:00,206,49,1,256
2024-03-05 06:30:00,193,67,3,263
2024-03-05 06:40:00,162,73,8,243
2024-03-05 06:50:00,167,88,3,258
2024-03-05 07:00:00,155,92,6,253
2024-03-05 07:10:00,167,82,2,251
2024-03-05 07:20:00,147,91,3,241
2024-03-05 07:30:00,156,78,5,239
2024-03-05 07:40:00,139,59,6,204
2024-03-05 07:50:00,130,78,6,214
2024-03-05 08:00:00,143,74,4,221
2024-03-05 08:10:00,139,85,7,231
2024-03-05 08:20:00,127,77,3,207
2024-03-05 08:30:00,165,81,5,251
2024-03-05 08:40:00,143,82,4,229
2024-03-05 08:50:00,166,78,4,248
2024-03-05 09:00:00,136,71,5,212
2024-03-05 09:10:00,138,74,1,213
2024-03-05 09:20:00,174,80,3,257
2024-03-05 09:30:00,148,68,3,219
2024-03-05 09:40:00,128,66,3,197
2024-03-05 09:50:00,134,89,3,226
2024-03-05 10:00:00,102,74,5,181
